ner,id,label,annotator,annotation_id
VOICI LES 5 INGRÉDIENTS À ÉVITER LORSQU’ON FAIT SES COURSES,32307,,annan1608@icloud.com,746
"ESCROQUERIE : ATTENTION, CETTE ARNAQUE AUX BONS LECLERC EST DE PLUS EN PLUS RÉPANDUE",32306,"[{""start"": 48, ""end"": 55, ""text"": ""LECLERC"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,745
VOICI LES 10 MARQUES PRÉFÉRÉES DES FRANÇAIS,32305,,annan1608@icloud.com,744
"LA RECETTE DES ASPERGES SAUVAGES, PETITS POIS ET BURRATA D’HÉLÈNE DARROZE",32304,"[{""start"": 59, ""end"": 73, ""text"": ""H\u00c9L\u00c8NE DARROZE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,743
LA RECETTE DU VELOUTÉ DE COSSES DE PETITS POIS À LA MENTHE FRAÎCHE D’HÉLÈNE DARROZE,32303,"[{""start"": 70, ""end"": 84, ""text"": ""H\u00c9L\u00c8NE DARROZE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,742
5 CHOSES ÉTONNANTES À SAVOIR SUR LA VACHE QUI RIT,32302,,annan1608@icloud.com,741
"MATTHIAS MARC (TOP CHEF) OUVRE LIQUIDE, SON NOUVEAU RESTAURANT À PARIS",32301,"[{""start"": 0, ""end"": 13, ""text"": ""MATTHIAS MARC"", ""labels"": [""PERSON""]}, {""start"": 65, ""end"": 70, ""text"": ""PARIS"", ""labels"": [""CITY""]}]",annan1608@icloud.com,740
DÉCOUVREZ LA VILLE EUROPÉENNE QUI A LES MEILLEURS BURGERS,32300,,annan1608@icloud.com,739
LA RECETTE DU RIZ AU LAIT À LA PINK LADY DE SIMONE ZANONI,32299,"[{""start"": 44, ""end"": 57, ""text"": ""SIMONE ZANONI"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,738
FÊTE DES MÈRES : DIX TENDANCES MODE À OFFRIR,32298,,annan1608@icloud.com,737
RÉALISEZ DES ÉCONOMIES D’ÉNERGIE GRÂCE AU GROUPE OCEA,32297,"[{""start"": 49, ""end"": 53, ""text"": ""OCEA"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,736
POURQUOI UFC QUE CHOISIR PORTE-T-IL PLAINTE CONTRE SFR ?,32296,"[{""start"": 51, ""end"": 54, ""text"": ""SFR"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,735
EXPERT IMPÔTS : RÉDUIRE SES IMPÔTS EN TOUTE SIMPLICITÉ,32295,,annan1608@icloud.com,734
"ACTIMAT, L’EXPERT DU TAPIS D’ENTRÉE PERSONNALISÉ",32294,,annan1608@icloud.com,733
10 COFFRETS À OFFRIR À VOTRE MÈRE POUR LA FÊTE DES MÈRES,32293,,annan1608@icloud.com,732
"FACE AU COVID, LE SPÉCIALISTE DU SÉJOUR ÉDUCATIF GO&LIVE S’ADAPTE",32292,,annan1608@icloud.com,731
LE CHIC FRANÇAIS : LE SAVOIR-FAIRE FRANÇAIS POUR UNE MODE DURABLE,32291,,annan1608@icloud.com,730
ÉLABORATION DE CV: 4 CONSEILS POUR BIEN RÉDIGER SON CURRICULUM VITAE,32290,,annan1608@icloud.com,729
DEMANDE DE VISA POUR LA FRANCE : 4 CHOSES À RETENIR,32289,"[{""start"": 21, ""end"": 30, ""text"": ""LA FRANCE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,728
SOLDES D'ÉTÉ 2021 : VERS UN DÉCALAGE DES DATES ?,32288,"[{""start"": 9, ""end"": 17, ""text"": ""\u00c9T\u00c9 2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,727
JAPON : CES VRAIES ET FAUSSES IDÉES À SON PROPOS,32287,"[{""start"": 0, ""end"": 5, ""text"": ""JAPON"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,726
"INVESTIR DANS L'OR AVEC GODOT & FILS , ENSEIGNE LA MOINS CHÈRE ET LA PLUS SÛRE DE L'INTERNET",32286,"[{""start"": 24, ""end"": 36, ""text"": ""GODOT & FILS"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,725
DES APPAREILS AUDITIFS 40% MOINS CHERS AVEC UNISSON,32285,"[{""start"": 23, ""end"": 26, ""text"": ""40%"", ""labels"": [""PERCENT""]}]",annan1608@icloud.com,724
"ICAS, LIGNE D’ÉCOUTE CONTRE LES RISQUES PSYCHOSOCIAUX AU TRAVAIL",32284,"[{""start"": 0, ""end"": 4, ""text"": ""ICAS"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,723
IKEA : DÉCOUVREZ LE PRIX DE LA SURPRENANTE VOITURE ÉLECTRIQUE QUI SERA VENDUE EN KIT,32283,"[{""start"": 0, ""end"": 4, ""text"": ""IKEA"", ""labels"": [""ORGANIZATION""]}]",annan1608@icloud.com,722
ASFOREST : L’EXPERT DES FORMATIONS DANS L’HÔTELLERIE ET LA RESTAURATION,32282,,annan1608@icloud.com,721
LES FRENCH DAYS AVEC EMMA MATELAS,32281,"[{""start"": 21, ""end"": 33, ""text"": ""EMMA MATELAS"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,720
LIVRAISON DE COLIS : PICKME PERMET AUX PARTICULIERS DE SERVIR DE RELAIS,32280,,annan1608@icloud.com,719
"JULIETTE, LE CONCEPT D'UNE MAISON SAINE ET ÉCOLOGIQUE",32279,,annan1608@icloud.com,718
GHISLAINE MAXWELL : UN DOCUMENTAIRE INÉDIT SUR L’ASSOCIÉE DE JEFFREY EPSTEIN EN PRÉPARATION,32278,"[{""start"": 0, ""end"": 17, ""text"": ""GHISLAINE MAXWELL"", ""labels"": [""PERSON""]}, {""start"": 61, ""end"": 76, ""text"": ""JEFFREY EPSTEIN"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,717
PREMIER ACHAT IMMOBILIER : SIMULEZ VOTRE PRÊT IMMOBILIER,32277,,annan1608@icloud.com,716
26 ACADEMY : DES FORMATIONS CERTIFIANTES EN E-LEARNING QUI S’ADAPTENT AUX BESOIN DE CHACUN,32276,,annan1608@icloud.com,715
VOYAGER À L’ÉTÉ 2021 : COMMENT S’ORGANISER ?,32275,"[{""start"": 10, ""end"": 20, ""text"": ""L\u2019\u00c9T\u00c9 2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,714
"PIERRE PAQUET, EXPERTMEMOIRE : REPRENEZ LE CONTRÔLE SUR LA RÉDACTION DE VOTRE MÉMOIRE",32274,"[{""start"": 0, ""end"": 13, ""text"": ""PIERRE PAQUET"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,713
"HORIZON RÉUSSITE, CABINET SPÉCIALISÉ DANS LE CONSEIL EN ORGANISATION ET LE COACHING",32273,,annan1608@icloud.com,712
COMMENT RECONNAÎTRE LA MEILLEURE MUTUELLE EN 2021 ?,32272,"[{""start"": 42, ""end"": 49, ""text"": ""EN 2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,711
C’EST DÉCIDÉ : CHATMINOU VIENT EN VACANCES AVEC NOUS ! …OU PAS,32271,,annan1608@icloud.com,710
FACTURES D'ÉLECTRICITÉ : LES CONSOMMATEURS DEVRONT REMBOURSER LEUR COMPTEUR LINKY À PARTIR DE 2022,32270,"[{""start"": 81, ""end"": 98, ""text"": "" \u00c0 PARTIR DE 2022"", ""labels"": [""DATE""]}]",annan1608@icloud.com,709
DEVIS TRAVAUX EN LIGNE : QUELS SONT LES ENGAGEMENTS DES PLATEFORMES ?,32269,,annan1608@icloud.com,708
QUELS SONT LES PRINCIPAUX FACTEURS À L'ORIGINE DE L'ESSOR DE LA FINTECH ?,32268,,annan1608@icloud.com,707
ACHATS IMMOBILIERS : CES VILLES FRANÇAISES OÙ IL FAIT BON INVESTIR,32267,,annan1608@icloud.com,706
COMMENT AMÉLIORER LE TRAVAIL ET LA LOGISTIQUE EN ENTREPÔT ?,32266,,annan1608@icloud.com,705
"PACK MOTO, TOUT L’ÉQUIPEMENT MOTO AU MEILLEUR PRIX",32265,,annan1608@icloud.com,704
"MANON FIOROT, COMBATTANTE UFC : «UN COMBAT QUI PEUT ME FAIRE PASSER UN CAP»",32264,"[{""start"": 0, ""end"": 12, ""text"": ""MANON FIOROT"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,703
"NBA CORNER : LUKA DONCIC PUNIT LES CLIPPERS, CHRIS PAUL, LE DUEL LILLARD/JOKIC, MIAMI LAMINÉE",32263,"[{""start"": 13, ""end"": 24, ""text"": ""LUKA DONCIC"", ""labels"": [""PERSON""]}, {""start"": 45, ""end"": 55, ""text"": ""CHRIS PAUL"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,702
NIKE : NEYMAR NIE LES ACCUSATIONS D'AGRESSION SEXUELLE QUI SERAIENT À L'ORIGINE DE SON DIVORCE AVEC L'ÉQUIPEMENTIER,32262,"[{""start"": 0, ""end"": 4, ""text"": ""NIKE"", ""labels"": [""ORGANIZATION""]}, {""start"": 7, ""end"": 13, ""text"": ""NEYMAR"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,701
NORDINE OUBAALI-NONITO DONAIRE (BOXE) : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?,32261,"[{""start"": 0, ""end"": 15, ""text"": ""NORDINE OUBAALI"", ""labels"": [""PERSON""]}, {""start"": 16, ""end"": 30, ""text"": ""NONITO DONAIRE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,700
"LYON-PSG, D1 ARKEMA : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?",32260,"[{""start"": 0, ""end"": 4, ""text"": ""LYON"", ""labels"": [""CITY""]}]",annan1608@icloud.com,699
CHELSEA BAT MANCHESTER CITY (1-0) ET S'OFFRE SA DEUXIÈME LIGUE DES CHAMPIONS,32259,,annan1608@icloud.com,698
LE FRANÇAIS NORDINE OUBAALI PERD SON TITRE WBC DES POIDS COQS CONTRE NONITO DONAIRE,32258,"[{""start"": 12, ""end"": 27, ""text"": ""NORDINE OUBAALI"", ""labels"": [""PERSON""]}, {""start"": 69, ""end"": 83, ""text"": ""NONITO DONAIRE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,697
"CHELSEA : «A CHAQUE FOIS QUE LE PSG ÉTAIT ÉLIMINÉ, J’ÉTAIS LE COUPABLE», REGRETTE THIAGO SILVA",32257,"[{""start"": 82, ""end"": 94, ""text"": ""THIAGO SILVA"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,696
CHELSEA : THOMAS TUCHEL PORTAIT DES CHAUSSURES PORTE-BONHEUR OFFERTES PAR… LE PRÉSIDENT DU PSG,32256,"[{""start"": 10, ""end"": 23, ""text"": ""THOMAS TUCHEL"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,695
MOTO 3 : LE JEUNE PILOTE SUISSE JASON DUPASQUIER EST DÉCÉDÉ,32255,"[{""start"": 32, ""end"": 48, ""text"": ""JASON DUPASQUIER"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,694
500 MILES D’INDIANAPOLIS : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?,32254,,annan1608@icloud.com,693
EURO 2021 : KEVIN DE BRUYNE FORFAIT AVEC LA BELGIQUE ?,32253,"[{""start"": 12, ""end"": 27, ""text"": ""KEVIN DE BRUYNE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,692
MOTOGP : LE CAVALIER SEUL DE FABIO QUARTARARO AU GRAND PRIX D’ITALIE,32252,"[{""start"": 29, ""end"": 45, ""text"": ""FABIO QUARTARARO"", ""labels"": [""PERSON""]}, {""start"": 62, ""end"": 68, ""text"": ""ITALIE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,691
PSG : MAURICIO POCHETTINO AURAIT DEMANDÉ À PARTIR,32251,"[{""start"": 6, ""end"": 25, ""text"": ""MAURICIO POCHETTINO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,690
"EQUIPE DE FRANCE : SON RETOUR, DESCHAMPS, MBAPPÉ, FÊTE DES MÈRES… CE QU’IL FAUT RETENIR DE LA CONFÉRENCE DE PRESSE DE KARIM BENZEMA",32250,"[{""start"": 42, ""end"": 48, ""text"": ""MBAPP\u00c9"", ""labels"": [""PERSON""]}, {""start"": 118, ""end"": 131, ""text"": ""KARIM BENZEMA"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,689
"ROLAND-GARROS 2021 : DOMINIC THIEM, DOUBLE FINALISTE, PREND LA PORTE DÈS LE 1ER TOUR",32249,"[{""start"": 14, ""end"": 18, ""text"": ""2021"", ""labels"": [""COUNTRY""]}, {""start"": 21, ""end"": 34, ""text"": ""DOMINIC THIEM"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,688
EURO 2021 : THIERRY HENRY FAIT SON RETOUR EN ÉQUIPE DE BELGIQUE,32248,"[{""start"": 5, ""end"": 9, ""text"": ""2021"", ""labels"": [""DATE""]}, {""start"": 12, ""end"": 25, ""text"": ""THIERRY HENRY"", ""labels"": [""PERSON""]}, {""start"": 55, ""end"": 63, ""text"": ""BELGIQUE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,687
"BARRAGES : MALGRÉ SA DÉFAITE CONTRE TOULOUSE (0-1), NANTES RESTE EN LIGUE 1",32247,"[{""start"": 35, ""end"": 44, ""text"": "" TOULOUSE"", ""labels"": [""CITY""]}, {""start"": 52, ""end"": 58, ""text"": ""NANTES"", ""labels"": [""CITY""]}]",annan1608@icloud.com,686
LE PSG RAMÈNE LE NUL (0-0) DE LYON ET FAIT UN PAS DE PLUS VERS LE TITRE,32246,"[{""start"": 30, ""end"": 34, ""text"": ""LYON"", ""labels"": [""CITY""]}]",annan1608@icloud.com,685
"EQUIPE DE FRANCE : LE RETOUR DE KARIM BENZEMA DIVISE LES FRANÇAIS, SELON UN SONDAGE",32245,"[{""start"": 32, ""end"": 45, ""text"": ""KARIM BENZEMA"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,684
«LE CLUB NE ME DONNE PAS LA CONFIANCE DONT J’AI BESOIN» : ZINEDINE ZIDANE EXPLIQUE LES RAISONS DE SON DÉPART DU REAL MADRID,32244,"[{""start"": 58, ""end"": 73, ""text"": ""ZINEDINE ZIDANE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,683
NATIONAL : LE BRÉSILIEN CRIS NOMMÉ ENTRAÎNEUR DU MANS,32243,"[{""start"": 49, ""end"": 53, ""text"": ""MANS"", ""labels"": [""STATE""]}]",annan1608@icloud.com,682
BARCELONE : SERGIO AGÜERO S’ENGAGE POUR DEUX ANS,32242,"[{""start"": 0, ""end"": 9, ""text"": ""BARCELONE"", ""labels"": [""CITY""]}, {""start"": 12, ""end"": 25, ""text"": ""SERGIO AG\u00dcERO"", ""labels"": [""PERSON""]}, {""start"": 35, ""end"": 48, ""text"": ""POUR DEUX ANS"", ""labels"": [""DURATION""]}]",annan1608@icloud.com,681
ROLAND-GARROS 2021 : ROGER FEDERER SE BALADE POUR SON RETOUR,32241,"[{""start"": 13, ""end"": 18, ""text"": "" 2021"", ""labels"": [""DATE""]}, {""start"": 21, ""end"": 34, ""text"": ""ROGER FEDERER"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,680
"COPA AMERICA : PRÉVUE EN ARGENTINE ET COLOMBIE, LA COMPÉTITION DÉPLACÉE AU BRÉSIL",32240,"[{""start"": 25, ""end"": 34, ""text"": ""ARGENTINE"", ""labels"": [""COUNTRY""]}, {""start"": 38, ""end"": 46, ""text"": ""COLOMBIE"", ""labels"": [""COUNTRY""]}, {""start"": 75, ""end"": 81, ""text"": ""BR\u00c9SIL"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,679
EURO ESPOIRS : LES BLEUETS ÉLIMINÉS EN QUARTS DE FINALE PAR LES PAYS-BAS (1-2),32239,"[{""start"": 60, ""end"": 72, ""text"": ""LES PAYS-BAS"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,678
ROLAND-GARROS : NAOMI OSAKA ANNONCE SON RETRAIT,32238,"[{""start"": 16, ""end"": 27, ""text"": ""NAOMI OSAKA"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,677
"OM : TOUT SAVOIR SUR GERSON, LA PÉPITE BRÉSILIENNE QUE MARSEILLE S'ARRACHE",32237,"[{""start"": 55, ""end"": 64, ""text"": ""MARSEILLE"", ""labels"": [""CITY""]}, {""start"": 21, ""end"": 27, ""text"": ""GERSON"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,676
"CLÉMENT D’ANTIBES, LE SUPPORTER LE PLUS CAPÉ DES BLEUS, VOIT LA FRANCE GAGNER L'EURO",32236,"[{""start"": 61, ""end"": 70, ""text"": ""LA FRANCE"", ""labels"": [""COUNTRY""]}, {""start"": 0, ""end"": 7, ""text"": ""CL\u00c9MENT"", ""labels"": [""PERSON""]}, {""start"": 10, ""end"": 17, ""text"": ""ANTIBES"", ""labels"": [""CITY""]}]",annan1608@icloud.com,675
LIGUE DES CHAMPIONS : LES PREMIERS CHAPEAUX CONNUS,32233,,annan1608@icloud.com,672
BOXE : DEONTAY WILDER VEUT «DÉCAPITER» TYSON FURY,32232,"[{""start"": 7, ""end"": 21, ""text"": ""DEONTAY WILDER"", ""labels"": [""PERSON""]}, {""start"": 39, ""end"": 49, ""text"": ""TYSON FURY"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,671
ROLAND-GARROS 2021 : PETRA KVITOVA ABANDONNE APRÈS S’ÊTRE BLESSÉE PENDANT SES «OBLIGATIONS MÉDIATIQUES»,32228,"[{""start"": 14, ""end"": 18, ""text"": ""2021"", ""labels"": [""DATE""]}, {""start"": 21, ""end"": 34, ""text"": ""PETRA KVITOVA"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,667
MAYWEATHER – LOGAN PAUL : LES COTES INCROYABLES POUR LE COMBAT,32227,"[{""start"": 0, ""end"": 10, ""text"": ""MAYWEATHER"", ""labels"": [""PERSON""]}, {""start"": 13, ""end"": 23, ""text"": ""LOGAN PAUL"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,666
REAL MADRID : CARLO ANCELOTTI SUCCÈDE À ZINÉDINE ZIDANE,32225,"[{""start"": 14, ""end"": 29, ""text"": ""CARLO ANCELOTTI"", ""labels"": [""PERSON""]}, {""start"": 40, ""end"": 55, ""text"": ""ZIN\u00c9DINE ZIDANE"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,664
ROLAND-GARROS : NOUVELLE DÉCEPTION POUR UGO HUMBERT,32224,"[{""start"": 40, ""end"": 51, ""text"": ""UGO HUMBERT"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,663
"FRANCE-PAYS DE GALLES : KARIM BENZEMA, L’ATTRACTION TANT ATTENDUE",32222,"[{""start"": 0, ""end"": 6, ""text"": ""FRANCE"", ""labels"": [""COUNTRY""]}, {""start"": 24, ""end"": 37, ""text"": ""KARIM BENZEMA"", ""labels"": [""PERSON""]}, {""start"": 7, ""end"": 21, ""text"": ""PAYS DE GALLES"", ""labels"": [""STATE""]}]",annan1608@icloud.com,661
COPA AMÉRICA 2021 : LE BRÉSIL VA BIEN ACCUEILLIR LA COMPÉTITION,32221,"[{""start"": 19, ""end"": 29, ""text"": "" LE BR\u00c9SIL"", ""labels"": [""COUNTRY""]}, {""start"": 13, ""end"": 17, ""text"": ""2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,660
VIDÉO : FLOYD MAYWEATHER IMPRESSIONNE À L'ENTRAÎNEMENT AVANT D'AFFRONTER LOGAN PAUL,32216,"[{""start"": 8, ""end"": 24, ""text"": ""FLOYD MAYWEATHER"", ""labels"": [""PERSON""]}, {""start"": 73, ""end"": 83, ""text"": ""LOGAN PAUL"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,655
BOXE : QUELLE EST LA FORTUNE DE FLOYD MAYWEATHER ?,32215,"[{""start"": 32, ""end"": 48, ""text"": ""FLOYD MAYWEATHER"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,654
BARCELONE : LIONEL MESSI TOUT PROCHE DE PROLONGER AVEC UNE IMPORTANTE BAISSE DE SALAIRE ?,32214,"[{""start"": 0, ""end"": 9, ""text"": ""BARCELONE"", ""labels"": [""CITY""]}, {""start"": 12, ""end"": 24, ""text"": ""LIONEL MESSI"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,653
COUPE DE FRANCE : LE CALENDRIER POUR LA SAISON 2021-2022,32213,"[{""start"": 37, ""end"": 56, ""text"": ""LA SAISON 2021-2022"", ""labels"": [""DURATION""]}]",annan1608@icloud.com,652
HANDBALL : LE PSG DÉCROCHE LE 8E TITRE DE CHAMPION DE SON HISTOIRE,32212,,annan1608@icloud.com,651
TRANSFERTS : CRISTIANO RONALDO TRÈS PROCHE DU PSG ?,32209,"[{""start"": 13, ""end"": 30, ""text"": ""CRISTIANO RONALDO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,648
GRAND PRIX DE CATALOGNE DE MOTOGP : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?,32208,"[{""start"": 14, ""end"": 23, ""text"": ""CATALOGNE"", ""labels"": [""STATE""]}]",annan1608@icloud.com,647
GRAND PRIX D’AZERBAÏDJAN DE F1 : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?,32206,"[{""start"": 13, ""end"": 24, ""text"": ""AZERBA\u00cfDJAN"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,645
LA LIGUE 1 DE RETOUR À 18 CLUBS EN 2023,32205,"[{""start"": 32, ""end"": 39, ""text"": ""EN 2023"", ""labels"": [""DATE""]}]",annan1608@icloud.com,644
"F1 : MAX VERSTAPPEN, PLUS QU’UNE MENACE DANS LA COURSE AU TITRE",32204,"[{""start"": 5, ""end"": 19, ""text"": ""MAX VERSTAPPEN"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,643
PHOTOS : L’IMPRESSIONNANTE TRANSFORMATION PHYSIQUE DE SHAQUILLE O’NEAL,32203,"[{""start"": 53, ""end"": 70, ""text"": "" SHAQUILLE O\u2019NEAL"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,642
VIDÉO : LA COLÈRE DE ROGER FEDERER ENVERS L’ARBITRE LORS DE SA VICTOIRE CONTRE MARIN CILIC,32202,"[{""start"": 20, ""end"": 34, ""text"": "" ROGER FEDERER"", ""labels"": [""PERSON""]}, {""start"": 79, ""end"": 90, ""text"": ""MARIN CILIC"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,641
VIDÉO : KHABIB NURMAGOMEDOV IMITE RONALDO SUR UN TERRAIN DE FOOTBALL,32201,"[{""start"": 8, ""end"": 27, ""text"": ""KHABIB NURMAGOMEDOV"", ""labels"": [""PERSON""]}, {""start"": 34, ""end"": 41, ""text"": ""RONALDO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,640
EQUIPE DE FRANCE : 5 000 SUPPORTERS POUR ENCOURAGER LES BLEUS FACE À LA BULGARIE,32200,"[{""start"": 69, ""end"": 80, ""text"": ""LA BULGARIE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,639
"BORDEAUX-TOULOUSE, BAYONNE-STADE FRANÇAIS… 26E JOURNÉE DE TOP 14 : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?",32199,"[{""start"": 0, ""end"": 8, ""text"": ""BORDEAUX"", ""labels"": [""CITY""]}, {""start"": 9, ""end"": 17, ""text"": ""TOULOUSE"", ""labels"": [""CITY""]}, {""start"": 19, ""end"": 26, ""text"": ""BAYONNE"", ""labels"": [""CITY""]}]",annan1608@icloud.com,638
MOTOGP : FABIO QUARTARARO EN ROUTE VERS LE TITRE ?,32198,"[{""start"": 9, ""end"": 25, ""text"": ""FABIO QUARTARARO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,637
ROLAND-GARROS 2021 : AUCUN FRANÇAIS AU 3E TOUR POUR LA PREMIÈRE FOIS DE L'HISTOIRE,32197,,annan1608@icloud.com,636
ROLAND-GARROS : UNE JOUEUSE RUSSE PLACÉE EN GARDE À VUE POUR DES SOUPÇONS DE PARIS TRUQUÉS,32196,,annan1608@icloud.com,635
D1 FÉMININE : LE PSG CHAMPION DE FRANCE POUR LA PREMIÈRE FOIS,32194,"[{""start"": 33, ""end"": 39, ""text"": ""FRANCE"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,633
"FLOYD MAYWEATHER-LOGAN PAUL, COMBAT DE BOXE : À QUELLE HEURE ET SUR QUELLE CHAÎNE ?",32193,,annan1608@icloud.com,632
"BLOT, TRIOREAU, BERTAUD… LES 5 COMBATTANTES FRANÇAISES DE MMA À SUIVRE EN 2021",32192,"[{""start"": 71, ""end"": 78, ""text"": ""EN 2021"", ""labels"": [""DATE""]}, {""start"": 0, ""end"": 4, ""text"": ""BLOT"", ""labels"": [""PERSON""]}, {""start"": 6, ""end"": 14, ""text"": ""TRIOREAU"", ""labels"": [""PERSON""]}, {""start"": 16, ""end"": 23, ""text"": ""BERTAUD"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,631
VIDÉO : LA NOUVELLE VICTOIRE IMPRESSIONNANTE DE MANON FIOROT À L’UFC,32191,"[{""start"": 48, ""end"": 60, ""text"": ""MANON FIOROT"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,630
ROLAND GARROS 2021 : ROGER FEDERER FORFAIT POUR LA SUITE DU TOURNOI ?,32190,"[{""start"": 21, ""end"": 34, ""text"": ""ROGER FEDERER"", ""labels"": [""PERSON""]}, {""start"": 14, ""end"": 18, ""text"": ""2021"", ""labels"": [""DATE""]}]",annan1608@icloud.com,629
PSG : L'ARRIVÉE DE GEORGINIO WIJNALDUM BOUCLÉE ?,32188,"[{""start"": 19, ""end"": 38, ""text"": ""GEORGINIO WIJNALDUM"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,627
MAYWEATHER-LOGAN PAUL : QUI EST LE YOUTUBEUR QUI DÉFIE LA STAR DE LA BOXE ?,32187,,annan1608@icloud.com,626
"MOTOGP : ZARCO DEUXIÈME EN CATALOGNE, QUARTARARO PÉNALISÉ",32186,"[{""start"": 27, ""end"": 36, ""text"": ""CATALOGNE"", ""labels"": [""STATE""]}, {""start"": 9, ""end"": 14, ""text"": ""ZARCO"", ""labels"": [""PERSON""]}, {""start"": 38, ""end"": 48, ""text"": ""QUARTARARO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,625
«IL SERAIT LE BIENVENU AU REAL MADRID» : BENZEMA EN MISSION POUR CONVAINCRE MBAPPÉ,32185,"[{""start"": 41, ""end"": 48, ""text"": ""BENZEMA"", ""labels"": [""PERSON""]}, {""start"": 76, ""end"": 82, ""text"": ""MBAPP\u00c9"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,624
VIDÉO : FABIO QUARTARARO TERMINE LA COURSE TORSE NU,32184,"[{""start"": 8, ""end"": 24, ""text"": ""FABIO QUARTARARO"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,623
RALLYE DE SARDAIGNE : SÉBASTIEN OGIER S’IMPOSE EN PATRON ET PREND SES DISTANCES AU GÉNÉRAL,32183,"[{""start"": 10, ""end"": 19, ""text"": ""SARDAIGNE"", ""labels"": [""STATE""]}, {""start"": 22, ""end"": 37, ""text"": ""S\u00c9BASTIEN OGIER"", ""labels"": [""PERSON""]}]",annan1608@icloud.com,622
VIDÉO : LE TERRIBLE CRASH DE MAX VERSTAPPEN AU GRAND PRIX D’AZERBAÏDJAN,32181,"[{""start"": 29, ""end"": 43, ""text"": ""MAX VERSTAPPEN"", ""labels"": [""PERSON""]}, {""start"": 60, ""end"": 71, ""text"": ""AZERBA\u00cfDJAN"", ""labels"": [""COUNTRY""]}]",annan1608@icloud.com,620
