Domaine	Title	Nb_words_title	Text	Nb_words_text	Tag	URL
culture	M. POKORA JOUERA POUR LA PREMIÈRE FOIS DANS UNE PIÈCE À LA RENTRÉE	13	Matt Pokora se lance un nouveau défi et jouera dans une pièce de théâtre en septembre prochain. Une grande première pour l'artiste. «C’est avec beaucoup d’excitation que je vous annonce mon nouveau défi !» a teasé le chanteur sur son compte Instagram, avant de revenir sur la genèse de ce projet inattendu, qui le conduira, à partir du 17 septembre, sur les planches du théâtre de la Madeleine grâce à son ami, le comédien et metteur en scène Philippe Lellouche. C'est en effet ce dernier qui lui a fait lire l'été dernier «Les grandes ambitions», la nouvelle comédie d'Hadrien Raccah.  Une histoire qui a visiblement fait «beaucoup, beaucoup» rire Matt Pokora, comme il l'a expliqué dans son post, le poussant à accepter de relever ce nouveau challenge avec enthousiasme. Récemment papa d'un deuxième enfant, le chanteur s'apprête donc à 35 ans à ajouter une corde à son arc. Dans cette comédie dont il n'a pas révélé l'intrigue, il donnera la réplique à Philippe Lellouche et Estelle Lefébure, qui elle aussi a fait ses premiers pas au théâtre sur la scène de la Madeleine en octobre dernier, juste avant la fermeture des salles de spectacle, dans «L'invitation», un texte également signé Hadrien Raccah. Pour cette nouvelle grande ambition, Matt Pokora pourra compter sur Philippe Lellouche pour le conseiller. Son ami mettra en effet en scène cette comédie sous-titrée : «Pourquoi travailler quand on est une hirondelle ?» Une première expérience théâtrale et des retrouvailles avec le public que Matt Pokora semble attendre avec impatience. «Hâte de vous retrouver», a conclu l'artiste dans son message. 	265	THÉÂTRE	https://www.cnews.fr/culture/2021-05-18/m-pokora-jouera-pour-la-premiere-fois-dans-une-piece-la-rentree-1082928
culture	L'INCROYABLE RESSEMBLANCE D'ELSA ZYLBERSTEIN DANS LA PEAU DE SIMONE VEIL	10	Une ressemblance à s’y méprendre. Elsa Zylberstein a dévoilé hier une photographie du biopic réalisé par Olivier Dahan consacré à la vie de Simone Veil, qu’elle incarnera prochainement à l’écran. L’actrice y est méconnaissable. Et les similitudes avec Simone Veil sont troublantes, tant Elsa Zylberstein ressemble presque trait pour trait à l’ancienne ministre de la santé, porteuse de la loi sur l’interruption volontaire de grossesse et rescapée du camp d’Auschwitz.  C’est d’ailleurs une photographie de tournage devant le mur des noms, situé sur le parvis du Mémorial de la Shoah à Paris - et inauguré par Simone Veil et Jacques Chirac en 2005 - qu’Elsa Zylberstein a partagé sur son compte Instagram. L’actrice y pose face au mur portant les noms des juifs déportés de France, cheveux tirés en arrière, pommette haute, regard que l'on devine perçant, affichant un profil étonnamment proche de celui de Simone Veil. Un cliché que l'actrice a accompagné de ce message : « Si fière et heureuse de dévoiler la première photo du film d Olivier Dahan sur Simone Veil ». Et de poursuivre : « C’est un honneur; c'est vertigineux, émouvant et fort d’incarner une telle femme, une femme puissante qui a marqué l’histoire». Une photographie et une ressemblance qui ont fait réagir. «Magnifique», «Fou», «Phénoménal» ont respectivement écrit Antoine De Caunes, Sandrine Kiberlain, et Géraldine Maillet, quand l'actrice Nadia Farès a souligné l'«incroyable ressemblance». Pour découvrir la performance d'actrice d'Elsa Zylberstein, il faudra attendre encore un peu. Le biopic d'Olivier Dahan sortira le 23 février 2022. 	255	CINÉMA	https://www.cnews.fr/culture/2021-05-18/lincroyable-ressemblance-delsa-zylberstein-dans-la-peau-de-simone-veil-1082868
culture	ARIELLE DOMBASLE TRÈS AFFECTÉE PAR LA MORT DE NICOLAS KER	10	"Leader du groupe Poni Hoax, le chanteur Nicolas Ker est mort à l’âge de 50 ans, a-t-on appris lundi. Son amie, l’artiste Arielle Dombasle, a fait part de sa profonde tristesse. Lui avait un côté punk. Elle, une posture plus fantasque. Pourtant, Nicolas Ker et Arielle Dombasle - qui se vouvoyaient - avaient noué des liens très forts et sorti ensemble deux albums : «Les faubourgs de l’exil» en 2017, et «Empire» en 2020. Le dandy de l’underground, né en 1970 à Phnom Penh au Cambodge, avait même composé des musiques de films pour Bernard-Henri Lévy, qui n’est autre que le compagnon de la chanteuse. Contactée par l’AFP après l’annonce de la disparition de son partenaire de musique, Arielle Dombasle, très affectée, a confié : «Nicolas était le dernier des rockeurs à la voix d'or. Il avait écrit mes deux derniers albums, écrit et joué dans mon dernier film ""Alien Cristal Palace"". (…) C'était la figure même du rockeur au cœur déchiré, du poète incandescent. Il avait une grâce dionysiaque, un être rare, fin et beau, nous le pleurons».   L'homme était connu pour avoir mené une vie rock'n'roll tout en excès, comme on peut le voir dans le documentaire sur une tournée folle de Poni Hoax, ""Drunk In The House Of Lords"". Les causes de sa mort sont encore méconnues."	222	DISPARITION	https://www.cnews.fr/culture/2021-05-18/arielle-dombasle-tres-affectee-par-la-mort-de-nicolas-ker-1082862
culture	LES VIEILLES CHARRUES : LA PROGRAMMATION DÉVOILÉE VENDREDI, UN PASS SANITAIRE DEMANDÉ	12	Alors qu’en février dernier, les Vieilles charrues avaient annoncé une édition inédite élargie à dix soirées concerts sur dix jours, la programmation sera dévoilée vendredi, a annoncé son directeur Jérôme Tréhorel. Invité d’Europe 1 ce mardi 18 mai, il a donné les contours de cette nouvelle formule, qui se tiendra du 8 au 18 juillet, et imposera la présentation d’un pass sanitaire conformément aux directives du gouvernement. En effet, « pour venir sur ce type d'événements, il faut un pass sanitaire », a expliqué Jérôme Tréhorel au micro, et de préciser que ce dernier prendra la forme d’« un test PCR négatif de moins de 48 heures ou un test PCR positif de plus de 15 jours, ou la vaccination complète ». Un pass obligatoire pour les festivals accueillant plus de 1000 personnes, qu’il ne voit pas d’un mauvais œil et qui selon lui va « permettre d'éviter d'avoir des protocoles complémentaires à l'intérieur du site et permettre aux festivaliers de déambuler entre les concerts plus facilement ».  Des concerts qui seront donnés cette année sur une scène « unique » installée devant le château de Kerampuilh. Un agencement inédit a expliqué Jérôme Tréhorel, qui réunira 5000 personnes réparties sur 2500 fauteuils et « trois blocs de gradins ». Une configuration assise qui ne les empêchera pas de danser devant leur fauteuil, comme l’a souligné Jérôme Tréhorel. D’autant qu’il promet une belle programmation éclectique « à l’image » du festival. L'affiche sera quant à elle dévoilée vendredi 21 mai, à 8 h.  	255	FESTIVAL	https://www.cnews.fr/culture/2021-05-18/les-vieilles-charrues-la-programmation-devoilee-vendredi-un-pass-sanitaire
culture	LA VILLE DE NICE VA PROPOSER 400 ÉVÈNEMENTS DANS 40 LIEUX CET ÉTÉ	13	Les musées, galeries, théâtres et salles de spectacle vont à nouveau accueillir du public à compter de mercredi. Le maire de Nice, Christian Estrosi, vient de dévoiler le programme d’une saison estivale riche en évènements. Masques, gel hydroalcoolique et autotests… seront mis à la disposition des visiteurs dans chacun des lieux culturels qui rouvriront leurs portes à partir du mercredi 19 mai, avant deux autres étapes de déconfinement les 9 et 30 juin prochains. C’est à cette date qu’il sera en effet possible de retrouver les jauges de pleine capacité et une vie normale. D’ici là, les musées de la ville proposeront huit expositions, notamment «Les Amazones du Pop» qui se tiendra jusqu’au 29 août au MAMAC (musée d’art moderne et d’art contemporain). Au travers de 165 œuvres hautes en couleurs (de Niki de Saint Phalle, Yoko Ono, Louise Nevelson…), cette exposition dévoilera l’apport des femmes dans l’histoire du Pop Art. Du 19 mai au 14 juin, le Musée Masséna retracera la vie d’Antoine de Saint-Exupéry, à travers ses racines provençales et son amour pour Nice. Autre exposition incontournable à voir dès le 10 juin au musée Matisse : «Pierre Matisse, un marchand d’art à New York». Une rétrospective consacrée au fils du peintre Henri Matisse et au rôle qu’il a joué pour la promotion de l’art français outre atlantique. Le Théâtre National de Nice (TNN) rouvrira également ses portes dés mercredi avec une création par Muriel Mayette-Holtz du feuilleton Goldoni, à partir du 20 mai. Seize spectacles y seront ensuite programmés jusqu'au 17 juillet.  Avec «Mon été à Nice 2021», la ville ne proposera pas moins de 400 représentations dans 40 lieux. Ce qui permettra à plus de 800 artistes et intermittents de s’exprimer, après de longs mois de silence. «Notre engagement auprès du monde culturel s’est traduit par des aides exceptionnelles complémentaires qui ont atteint, en 2020, plus d’1,2 millions d’euros et qui nous permettent d’assurer aujourd’hui la relance», a insisté le maire Christian Estrosi. Côté patrimoine, la municipalité proposera de nombreux parcours et visites de sites labellisés Ville d’art et d’histoire et d’autres rendez-vous inédits à la Cinémathèque ou dans le réseau de bibliothèques. L’édition 2021 du Nice Jazz Festival, le plus vieux festival au jazz au monde (il a été fondé en 1948 : ndlr ) enregistrera son retour du 12 au 17 juillet sur la Promenade du Paillon et au Théâtre de Verdure. Avec cinq soirées, trois groupes par soir et une grande scène unique côté Masséna.  La programmation sera dévoilée ultérieurement. Le public sera assis et la jauge pourra offrir jusqu’à 2.618 places en fonction de l’évolution de la situation sanitaire et des annonces du gouvernement. Lors de cet événement, des référents Covid rappelleront les consignes de distanciation tandis qu’un sens de circulation unique évitera aux spectateurs de se croiser.	468	DÉCONFINEMENT	https://www.cnews.fr/culture/2021-05-17/la-ville-de-nice-va-proposer-400-evenements-dans-40-lieux-cet-ete-1082610
culture	LA COMÉDIE-FRANÇAISE REPREND PROGRESSIVEMENT SON AGENDA DÈS JUIN	8	Après plus de six mois de fermeture, la Comédie Française s’apprête à retrouver son public. Le théâtre subventionné a mis du temps avant de dévoiler son calendrier de réouverture, mais c’est désormais chose faite. La maison de Molière et ses trois salles rouvriront leurs portes progressivement à partir du mois de juin. Le Studio-Théâtre ouvrira le bal le 2 juin, suivi de la Salle Richelieu le 5 juin. Le Théâtre du Vieux-Colombier résonnera enfin de son côté à partir du 17 juin. C'est donc une reprise échelonnée qui attend la troupe et les techniciens de la Comédie Française, comme les spectateurs.   Pour marquer le retour de la vie culturelle sur scène, interrompue le 30 octobre dernier avec la fermeture des théâtres, ce sont quatre créations et une reprise qu'interprètera la troupe. «Le Bourgeois gentilhomme» de Molière sur une mise en scène Valérie Lesort et Christian Hecq, ainsi que le spectacle hybride «Mais quelle Comédie !» - mêlant chansons, textes, témoignages - conçu et mis en scène par Serge Bagdassarian et Marina Hands seront créés Salle Richelieu. La grande salle de la Comédie Français y reprendra également «La Puce à l'oreille» de Georges Feydeau, dirigée par Lilo Baur. Le Studio-Théâtre et le Théâtre du Vieux-Colombier lèveront quant à eux respectivement le rideau sur deux créations : «Music-hall» de Jean-Luc Lagarce, sur une mise en scène Glysleïn Lefever et «En attendant les barbares» d'après J. M. Coetzee, adapté et orchestré par Camille Bernon et Simon Bourgade. L'ouverture des ventes pour ces cinq spectacles se fera le mardi 25 mai, à 11h. Et parce que le Français ne compte pas couper le lien en attendant le retour des spectateurs en salle, elle poursuit sa programmation en ligne sur la Comédie d'automne, la web-télé éphémère lancée par l'Institution le 30 mars 2020, lors du tout premier confinement.  Au programme, l'intégrale du «Soulier de Satin» de Paul Claudel, lue par les comédiens et comédiennes de la troupe. 	326	RÉOUVERTURE DES SALLES	https://www.cnews.fr/culture/2021-05-17/la-comedie-francaise-reprend-progressivement-son-agenda-des-juin-1082511
culture	«LA FINE FLEUR» S'OFFRE UNE BANDE-ANNONCE RAFRAÎCHISSANTE	7	"Prête à tout pour ses roses. Dans «La fine fleur», qui sortira au cinéma le 30 juin, Eve Vernet (Catherine Frot) manie le sécateur avec talent. Mais la passion et la créativité ne suffisent pas pour vivre. Malgré tout ses efforts et la défense d'une certaine idée de son métier, sa société bat de l'aile. Une fragilité dont compte bien profiter Lamarzelle (Vincent Dedienne), entrepreneur aux dents longues, comme on peut le voir dans la bande-annonce qui a été dévoilée il y a quelques jours. Le jeune homme est en effet prêt à racheter la boîte, ses serres, et surtout ses précieuses créations, pour les faire entrer dans l'ère industrielle.  Il faudra toute l'ingéniosité de Vera, le bras droit d'Eve (Olivia Côte), pour sortir l'entreprise de cette mauvaise passe sans y laisser son âme. Avec une idée lumineuse, mais à haut risque.  Cette belle comédie, pleine d'humanité, a rencontré un franc succès au festival de L'Alpe-d'Huez. Toujours impeccable, Catherine Frot mène son petit monde à la baguette, avec une élégance et un sens de la réplique jamais pris en défaut. Deux qualités qui ont d'ailleurs motivé le réalisateur Pierre Pinaud, dont c'est le second long-métrage (après «Parlez-moi de vous», en 2012).  «Je voulais faire un film très ""français"", et je me suis dit que personne n'incarnerait mieux que Catherine cette spécificité qui réclame à la fois de l'élégance, de la finesse, de l’élégance, de la sensualité, du caractère, un brin de gouaille et aussi pas mal de fantaisie.», explique-t-il.  Au vu des premières images, et des échanges savoureux entre les comédiens, le pari s'annonce réussi. «La fine fleur», de Pierre Pinaud, en salles le 30 juin   "	283	CINÉMA	https://www.cnews.fr/culture/2021-05-17/la-fine-fleur-soffre-une-bande-annonce-rafraichissante-1080209
culture	LES MEILLEURES BD DE 2021	5	En 2021, la BD ne ralentit pas le rythme. Forcément subjective et incomplète, notre sélection des meilleurs albums de l'année est appelée à s'enrichir au fil des mois, mais elle est déjà riche de quelques pépites.  Difficile de commencer 2021 sans citer «Ion Mud». Cette bande dessinée de pure science fiction est quasiment un ovni dans la production actuelle, comme n'a pas manqué de le souligner le podcast «Plus que de la SF», dans un épisode qui lui a été consacré.   Cette épaisse aventure de 296 pages raconte le périple de Lupo, un humain, qui erre depuis quatre décennies dans une méga-structure extraterrestre à l'abandon. Aux manettes de cette BD pharaonique, aux décors incroyables, il n'y a pourtant qu'un seul homme : Amaury Bündgen. Presque quinquagénaire, il réalise ici son premier album (et quel album !) après avoir été détecté par l'éditeur Casterman lors d'un salon BD à Lyon. Un talent brut, que l'on espère revoir très bientôt en librairie. «Ion Mud», d'Amaury Bündgen, éd. Casterman, 25 €  La saga «East of West», sortie entre 2013 et 2019 aux Etats-Unis, se refait une beauté, grâce à l'éditeur Urban Comics. Il propose depuis peu une superbe intégrale, dont le deuxième tome (sur trois), sera bientôt disponible. Dotée de couvertures magnifiques, cette édition spéciale rend parfaitement hommage au récit imaginé par Jonathan Hickman et mis en images par Nick Dragotta. Une histoire alternative des Etats-Unis, qui est à la fois complexe et d'une efficacité exemplaire. On y suit le destin tortueux des sept nations qui se sont partagées le territoire au moment de la guerre de Sécession, cette dernière n'ayant jamais vraiment pris fin. Dans une ambiance à la fois empreinte de spiritualité et terriblement païenne, les guerres de pouvoir semblent interminables, et même les quatre cavaliers de l'apocalypse n'ont pas toutes les clés. Pour le lecteur qui accepte de se jeter à corps perdu dans ce récit, une seule certitude : il faudra accepter de se laisser emporter, car Hickman est le seul maître du jeu.  «East of West» (Intégrale), Tomes 1/3 et 2/3 disponibles, de Hickman et Dragotta, éd. Urban Comics, 39 € par tome  Cinq ans après un album très réussi, «L'homme qui tua Lucky Luke», acclamé par la critique et le public, Matthieu Bonhomme fait son retour. Après une incursion dans la BD costumée (Charlotte impératrice), l'appel du western a été vraiment trop fort. Dans ce nouveau récit, les bases de 2016 sont conservées et la relecture du mythe est encore réalisée avec une grande intelligence.  Habituellement chasseur, Lucky Luke devient une proie et doit comprendre pourquoi un avis de recherche a été lancé contre lui. Dans le même temps, il fait la connaissance de trois sœurs aussi différentes qu'indépendantes et attirantes. Des femmes vulnérables à protéger… Méfiance, méfiance, nous sommes en 2021 et ce genre de cliché existe-t-il encore vraiment ? «Wanted Lucky Luke», éd. Grand angle, 15 €  Un projet de film devenu un livre, devenu une BD. Voici en résumé le destin de «Yellow Cab», un récit mis en image par Christophe Chabouté, d'après le roman de Benoît Cohen, paru en 2017. Réalisé dans un noir et blanc de toute beauté, qui magnifie comme jamais les avenues de la Grosse Pomme, le lecteur devient chauffeur de taxi et multiplie les rencontres, comme autant de portes ouvertes sur l'autre. En cette période où le lien social est mis à mal par la pandémie, il est délicieux de redécouvrir l'être humain dans ce qu'il a de plus ou moins beau. D'autant plus qu'à l'arrière de ce taxi jaune, on est confortablement installé, et que le voyage vaut le détour.  «Yellow Cab», de Chabouté, éd. Glénat, 22 €  Pas de voyage au bout du monde pour Guy Delisle, cette fois, puisque l'auteur québécois a choisi de retrouver ses racines. Avant de devenir un célèbre auteur de BD, il fut un lycéen puis un étudiant ayant besoin de gagner sa croûte pendant les vacances d'été. Direction donc l'usine de papier de la ville. Le talent de conteur de Delisle fait le reste. Il nous fait vivre comme personne ces existences «ordinaires» qui en disent beaucoup sur les illusions et désillusions de chacun, mais aussi les angoisses d'un âge charnière entre école et monde du travail. On rit et on frissonne parfois. Guy Delisle n'a rien perdu de sa superbe et on en redemande. «Chroniques de jeunesse», de Guy Delisle, éd. Delcourt, 15,50 €  Un chauffeur de  taxi qui en sait presque trop. Alors que Zoli se cache à Paris où il pratique l'art du tatouage, il fait la rencontre de Laszlo. Tous deux sont d'origine hongroise et un lien étrange se tisse entre eux. Mais la curiosité de Lazslo met Zoli de plus en plus mal à l'aise. Qui est-il vraiment ? Quelle est cette action d'éclat dont il parle en permanence ? Avec peu de mots et une efficacité graphique incroyable, le duo Matz-Futaki nous embarque dans un Paris sans concession. Le découpage est splendide, le choix des couleurs aussi, et «Le tatoueur» fait partie des BD dont on se souvient, plusieurs jours après les avoir reposées. «Le tatoueur», de Matz et Futaki, éd. Grand angle, 14,50 €  Le comte de Champignac n'a pas attendu Spirou et Fantasio pour vivre des aventures folles. Les BeKa (duo connu pour leur célèbre «Studio Danse») et Etien, dessinateur de l'excellente série «Les quatre de Baker Street», reprennent du service pour nous régaler avec ce bon vieux Pacôme. Pour ce tome 2, l'action se situe cette fois en pleine Seconde Guerre mondiale. Réfugié en Angleterre, le scientifique surdoué doit se rendre dans un Berlin occupé pour retrouver des amis scientifiques retenus prisonniers des nazis. Au programme : action, humour et suspense. La bd d'aventure parfaite pour toute la famille, avec une qualité graphique à souligner. «Champignac, tome 2, Le patient A», de BeKa et Etien, éd. Dupuis, 48 p., 14,50€  Le château d'Hérouville parlera sans doute aux fans de rock. En 1970, Marie-Claude, rencontre Michel Magne par hasard. Le coup de foudre est quasi immédiat. Le compositeur devenu propriétaire du château, a des ambitions pour ce lieu : il y installe des studios d'enregistrement. De Bowie à Johnny, en passant par Elton John, les Bee Gees et les Pink Floyd, tous seront séduits par l'acoustique du lieu et l'ambiance qui y règne alors. Marie-Claude va se retrouver mêlée à l'effervescence de l'époque, avant une plongée dans un enfer plus personnel. Avec cet album, le réalisateur et producteur Yann Le Quellec, associé au dessinateur Romain Ronzeau, redonnent vie à ce château du dix-huitième siècle devenu un endroit mythique. Les amants d'Hérouville, une histoire vraie, éd. Delcourt, 256 p., 27,95€	1120	BANDE DESSINÉE	https://www.cnews.fr/culture/2021-05-17/les-meilleures-bd-de-2021-1075755
culture	PARIS : LE THÉÂTRE DE L'ODÉON TOUJOURS OCCUPÉ, MALGRÉ SA RÉOUVERTURE PROCHAINE	12	Depuis le 4 mars, le théâtre de l'Odéon (6e) est occupé par une quarantaine d'intermittents du spectacle pour protester contre les mesures du gouvernement. Un lieu symbolique qu'ils ne comptent pas quitter, malgré la réouverture à venir des lieux culturels. Ensemble, ils réclament la prolongation d'un an de l'«année blanche» accordée aux intermittents (elle vient d'être allongée de quatre mois) ainsi que le retrait de la réforme de l'assurance chômage, qui entre en vigueur le 1er juillet et menace de diminuer les allocations des intermittents de l'emploi comme les guides-conférenciers. Des revendications qui dépassent largement la simple problématique de la fermeture des établissements culturels pendant la pandémie et pour lesquelles les occupants du théâtre parisien de l'Odéon ont décidé de ne pas lâcher l'affaire. Choisissant de maintenir l'occupation du théâtre et ce, malgré sa tant attendue réouverture mercredi. «On veut maintenir une vraie occupation. On veut poursuivre les assemblées générales», a ainsi fait savoir Karine Huet, la secrétaire générale adjointe du SNAM-CGT (Union Nationale des Syndicats d'Artistes Musiciens de France). Pour le directeur de l'Odéon Stéphane Braunschweig, les occupants portent en effet «des revendications qui dépassent le cadre du spectacle vivant». Il estime que celles-ci devraient donc «s'exprimer ailleurs que dans les théâtres qui ont déjà été si touchés par la crise». Car, après plusieurs mois de fermeture, 260 spectateurs sont attendus mercredi soir pour applaudir Isabelle Huppert dans «La ménagerie de verre». C'est le maximum autorisé actuellement dans cette salle par les mesures sanitaires. Sauf que celle-ci est encore loin d'être en mesure d'accueillir du public. C'est pourquoi Stéphane Braunschweig a récemment cosigné, avec trois autres directeurs de théâtres publics, un appel à «lever les occupations», qui n'a pas été bien reçu par les occupants. Rappelons que ce mouvement d'«occupation des théâtres» est parti le 4 mars de l'Odéon, avant d'être repris dans une centaine de salles à travers la France.	312	CORONAVIRUS	https://www.cnews.fr/culture/2021-05-16/paris-le-theatre-de-lodeon-toujours-occupe-malgre-sa-reouverture-prochaine
culture	RÉOUVERTURE DES MUSÉES : LES EXPOS À DÉCOUVRIR EN FAMILLE	10	Vous comptiez vous ruer sur une exposition après plus de 6 mois de fermeture des musées mais vos enfants n'ont pas école ? Pas de panique, voici une séléction d'expositions à découvrir en famille.  Pensée par la famille du dessinateur disparu à l'âge de 92 ans en mars 2020, la rétrospective retrace l’ensemble de la carrière d’Albert Uderzo, depuis son enfance jusqu’à l’apogée de sa carrière. D’Astérix, né en 1959 grâce au journal hebdomadaire de bande dessinée Pilote et ses 1450 planches, dont l’expo proposera un large éventail, en passant par Oumpah-Pah ou encore Tanguy et Laverdure, le Musée Maillol retrace ainsi l’émergence et l’évolution de ses différents personnages et permet d’en découvrir certains. Découverte de l'envers du décor et de la taille réelle des dessins, l'exposition se veut comme un témoignage de l'hitoire peu connue de l'homme et de l'artiste. « Uderzo comme une potion magique », au musée Maillol à Paris 59-61 rue de Grenelle 75007 Paris. Du 27 mai au 30 septembre 2021, de 10h30 à 18h30 tous les jours. Plein tarif 14,50€ tardif réduit 12,50€. Réservation en ligne fortement recommandée ©Universcience. Photo / N.Breton Préparez-vous à remplir une mission secret-défense. L’exposition « Espions », conçue avec les principaux acteurs du renseignement français, propose une expérience de visite immersive inspirée de la série « Le Bureau des Légendes » dont vous retrouverez certains décors. Après une introduction au monde du renseignement, le parcours propose de participer à la collecte d’informations après la détéction d'un essai nucléaire de faible intensité en République Occidentale. Exposition conseillée à partir de 12 ans. Jusqu’à l’été 2021 à la Cité des Sciences et de l’Industrie dans le Parc de la Villette 30 avenue Corentin Cariou 75019 Paris. Plein tarif 12€, tarif réduit 9€. Réservation en ligne fortement recommandée. Axel Ruhomaully- Capture Musée de l'air et de l'Espace Le photographe-explorateur passionné d’aviation Axel Ruhomaully s’est installé au Bourget pour une carte blanche et dévoile des clichés uniques qui racontent la mémoire du patrimoine aéronautique et spatial réalisés dans des lieux d’exception à travers le monde. Un véritable cabinet de curiosité enrichis par des objets issus de la collection du musée. Pour sa réouverture, le musée a également réorganisé son tarmac et propose désormais quatre zones thématiques ainsi que 3 nouveaux avions.  Jusqu’au 28 novembre 2021 au Musée de l’Air et de l’Espace du Bourget. Plein tarif 16€, gratuit pour les moins de 26 ans. Réservation en ligne conseillée. Rire ça fait du bien © Ling Wang Comment se déclanche le rire ? A quoi sert-il ? Pourquoi le rire est-il contagieux ? Cette exposition ludique et interactive a été conçue pour un jeune public et permet d’explorer un sujet qui nous touche tous et qui nous fait du bien. Petits et grands pourront expérimenter les déclencheurs de ce mécanisme ou bien encore découvrir le rire des autres animaux.  Exposition conseillée au 6-12 ans. Jusqu’au 2 aout 2021 au Musée de l’Homme. Plein tarif 12€, tarif réduit 9€. DU 19 au 24 mai 2021, l’exposition est gratuite pour les moins de 26 ans. Réservation des billets gratuit ou payant obligatoire en ligne. Capture site Cinémathèque française C’est la première fois que la cinémathèque consacre une grande exposition à un acteur. Il fallait que ce soit pour l’acteur le plus populaire du cinéma français. Découvrez une rétrospective de la carrière de ce génie du cinéma comique qui continue à faire rire petit et grand et profitez-en pour (re)voir ses plus grands classiques sur grand écran. Jusqu’au 1er aout 2021 à la Cinémathèque française. Plein tarif 10€, tarif moins de 18 ans 5€. Réservation en ligne fortement conseillée. Capture Facebook Le Musée en Herbe L’exposition se veut interactive pour un public de 3 à 103 ans. Il s’agit d’une rétrospective de l’œuvre basée sur le mouvement et sur le participatif d’Asdrúbal Colmenárez. Dans cette exposition, le spectateur devient acteur à part entière et s’immerge dans l’univers coloré et tactile de l’artiste. Au musée en Herbe 23 rue de l’Arbre-Sec, 75001 Paris. Plein tarif 7€, tarif réduit 6€. Réservation des billets en ligne obligatoire. Pour des raisons de sécurité et de jauges, les poussettes ne sont pas admises dans l’exposition, n’oubliez pas votre porte-bébé. Pensez à prendre un crayon pour remplir le jeu de piste avec votre enfant.	714	CULTURE	https://www.cnews.fr/culture/2021-05-14/reouverture-des-musees-les-expos-decouvrir-en-famille-1081707
